web_scraper_order,web_scraper_start_url,nom,prix,adresse,urls_images
"1767042573-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 500CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3101043_uploaded_image1_1620309572.jpg"
"1767042573-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon kochoi","70 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3099946_uploaded_image1_1620258649.jpg"
"1767042573-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Perruches  arc-en-ciel","40 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3094776_uploaded_image1_1620059311.jpg"
"1767042573-523","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahore","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3090984_uploaded_image1_1619904750.jpg"
"1767042573-524","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin couple fauve adultes","80 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3089288_uploaded_image1_1619848402.jpg"
"1767042573-525","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","80 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3087144_uploaded_image1_1619723224.jpg"
"1767042573-526","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couples Pigeons Boulant Panarami reproducteurs","130 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083820_uploaded_image1_1619564909.jpg"
"1767042573-527","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3082778_uploaded_image1_1619528177.jpg"
"1767042573-528","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahor","30 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076680_uploaded_image1_1619200906.jpg"
"1767042573-529","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","100 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076669_uploaded_image1_1619200506.jpg"
"1767042573-530","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","60 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076664_uploaded_image1_1619200352.jpg"
"1767042573-531","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3076657_uploaded_image1_1619200129.jpg"
"1767042573-532","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Angora","20 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072438_uploaded_image2_1619019452.jpeg"
"1767042573-533","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3065835_uploaded_image1_1618714726.jpg"
"1767042573-534","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahor","30 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3063589_uploaded_image1_1618596539.jpg"
"1767042573-535","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Château Rouge","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg"
"1767042573-536","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Laor","60 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg"
"1767042573-537","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Angora","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3055838_uploaded_image1_1618276360.jpg"
"1767042573-538","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","20 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg"
"1767042573-539","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","150 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3049719_uploaded_image1_1617978714.jpg"
"1767042573-540","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins Angora métissés","15 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg"
"1767042573-541","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3033406_uploaded_image1_1617293184.jpg"
"1767042573-542","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochin blanche","65 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3025104_uploaded_image1_1616923906.jpg"
"1767042573-543","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Cochin blanc","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3024487_uploaded_image1_1616866962.jpg"
"1767042573-544","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chair","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg"
"1767042573-545","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3020754_uploaded_image1_1616682583.jpg"
"1767042573-546","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3020570_uploaded_image1_1616677661.jpg"
"1767042573-547","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3017104_uploaded_image1_1616512963.jpg"
"1767042573-548","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Trio dindes rouge","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3012683_uploaded_image1_1616280245.jpg"
"1767042573-549","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3011311_uploaded_image2_1616223766.jpeg"
"1767042573-550","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","3 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3010219_uploaded_image1_1616159454.jpg"
"1767042573-551","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules bleus hollandais","6 500CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3009280_uploaded_image1_1616101333.jpg"
"1767042573-552","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Chateau","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005856_uploaded_image1_1615940349.jpg"
"1767042573-553","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Jeune king","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005849_uploaded_image1_1615939888.jpg"
"1767042573-554","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Chateau","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005822_uploaded_image1_1615938255.jpg"
"1767042573-555","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Oison de Toulouse","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3000848_uploaded_image1_1615686013.jpg"
"1767042573-556","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet pondeuse","3 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3000537_uploaded_image1_1615668903.jpg"
"1767042573-557","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules Brahma","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3000249_uploaded_image1_1615655282.jpg"
"1767042573-558","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Perruches ondulées","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2996669_uploaded_image1_1615474536.jpg"
"1767042573-559","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahmâ","12 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2984079_uploaded_image1_1614854523.jpg"
"1767042573-560","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux Angora","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2981287_uploaded_image1_1614727616.jpg"
"1767042573-561","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Nain","30 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2979256_uploaded_image1_1614674197.jpg"
"1767042573-562","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","2 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2976666_uploaded_image1_1614589003.jpg"
"1767042573-563","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin  - 1  jour","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2974676_uploaded_image1_1614452359.jpg"
"1767042573-564","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2970567_uploaded_image1_1614250380.jpg"
"1767042573-565","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Cokier","45 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_2954851_uploaded_image1_1613494967.jpg"
"1767042573-566","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin brahman","3 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2950921_uploaded_image1_1613311102.jpg"
"1767042573-567","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins fermiers","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2950193_uploaded_image1_1613251191.jpg"
"1767042573-568","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin brahmâ blanc hermine","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2950013_uploaded_image1_1613239360.jpg"
"1767042573-569","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin brahmâ hermine","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2949738_uploaded_image1_1613229441.jpg"
"1767042573-570","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2944254_uploaded_image1_1612982200.jpg"
"1767042573-571","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","30 000CFA","Joal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_2942609_uploaded_image1_1612913202.jpg"
"1767042573-572","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux rex tricolore","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2932849_uploaded_image1_1612486492.jpg"
"1767042573-573","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chair","3 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2923781_uploaded_image1_1612184473.jpg"
"1767042573-574","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahore","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921833_uploaded_image1_1612100438.jpg"
"1767042573-575","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Laor","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921831_uploaded_image1_1612100375.jpg"
"1767042573-576","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921773_uploaded_image1_1612098138.jpg"
"1767042573-577","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Paire pigeon Boulons","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921717_uploaded_image1_1612095131.jpg"
"1767042573-578","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Paire pigeon Coschoi","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921695_uploaded_image1_1612094191.jpg"
"1767042573-579","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Paire pigeon Romain","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921690_uploaded_image1_1612093907.jpg"
"1767042573-580","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Karavaty chinoise","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2921677_uploaded_image1_1612093526.jpg"
"1767042573-581","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet Brahmâ blanc","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917728_uploaded_image1_1611862925.jpg"
"1767042573-582","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Brahmâ blanc","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917722_uploaded_image1_1611862785.jpg"
"1767042573-583","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet Brahma","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2917717_uploaded_image1_1611862617.jpg"
"1767042573-584","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule cochin","40 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2907921_uploaded_image1_1611416785.jpg"
"1767042573-585","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochin caillouté","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2899128_uploaded_image1_1611044213.jpg"
"1767042573-586","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Dindes et poulets de chair","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_2886105_uploaded_image1_1610468092.jpg"
"1767042573-587","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","2 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2880530_uploaded_image1_1610226236.jpg"
"1767042573-588","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_2853881_uploaded_image1_1609011772.jpg"
"1767042573-589","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Cochin blanc","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2850705_uploaded_image1_1608816820.jpg"
"1767042573-590","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Œufs à couver","115 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2849328_uploaded_image1_1608745484.jpg"
"1767042573-591","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2838626_uploaded_image1_1608276056.jpg"
"1767042573-592","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Male cochin caïllouté","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2824883_uploaded_image1_1607700865.jpg"
"1767042573-593","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons texans","75 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813598_uploaded_image1_1607288329.jpg"
"1767042573-594","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nains","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2787066_uploaded_image1_1606316714.jpg"
"1767042573-595","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cailles + œufs de caille","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2777887_uploaded_image1_1605969642.jpg"
"1767042573-596","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chair","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2771365_uploaded_image1_1605717090.jpg"
"1767042573-597","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","20 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2753197_uploaded_image1_1605050172.jpg"
"1767042573-598","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon boulant pomeranie","60 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2753142_uploaded_image1_1605047412.jpg"
"1767042573-599","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Métisses boulan - mondain","25 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2747317_uploaded_image1_1604842927.jpg"
"1767042573-600","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahmane","35 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2747312_uploaded_image1_1604842724.jpg"
"1767042573-601","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Dindes","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743094_uploaded_image1_1604668932.jpg"
"1767042573-602","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Voyageurs à manteaux","30 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2742963_uploaded_image1_1604666266.jpg"
"1767042573-603","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon mondain - pigeons texans","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2742216_uploaded_image1_1604649341.jpg"
"1767042573-604","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Mondains blancs","200 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2739851_uploaded_image1_1604571811.jpg"
"1767042573-605","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin géant Flandre","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2735556_uploaded_image1_1604425922.jpg"
"1767042573-606","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons frisés milanais","75 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2728978_uploaded_image1_1604187368.jpg"
"1767042573-607","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin / Géant de Flandre","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2723627_uploaded_image1_1603897714.jpg"
"1767042573-608","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Baraman","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_2712048_uploaded_image1_1603379295.jpg"
"1767042573-609","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochin caïllouté","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2711749_uploaded_image1_1603372819.jpg"
"1767042573-610","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2711734_uploaded_image1_1603372455.jpg"
"1767042573-611","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2697330_uploaded_image1_1602779150.jpg"
"1767042573-612","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple texan","35 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2695680_uploaded_image1_1602716686.jpg"
"1767042573-613","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","25 000CFA","Gibraltar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2689453_uploaded_image1_1602511661.jpg"
"1767042573-614","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet Cochin blanc","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2687766_uploaded_image1_1602445033.jpg"
"1767042573-615","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons mâles king","55 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2687762_uploaded_image1_1602444932.jpg"
"1767042573-616","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","5 femelle - 1 mâle cochin","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2685913_uploaded_image1_1602360787.jpg"
"1767042573-617","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2685886_uploaded_image1_1602359909.jpg"
"1767042573-618","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin métisse","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2683357_uploaded_image1_1602258164.jpg"
"1767042573-619","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahmanes de pure race - peruches ondulés","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2678983_uploaded_image1_1602106099.jpg"
"1767042573-620","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","20 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2673317_uploaded_image1_1601899857.jpg"
"1767042573-621","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons mondains","200 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2663305_uploaded_image1_1601545362.jpg"
"1767042573-622","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons frisés milanais","1 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2661323_uploaded_image1_1601466041.jpg"
"1767042573-623","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon - Couple Texen","35 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2655212_uploaded_image1_1601230092.jpg"
"1767042573-624","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin géant Angoura","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2644118_uploaded_image1_1600776918.jpg"
"1767042573-625","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Cochin cailloutée","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2641987_uploaded_image1_1600702005.jpg"
"1767042573-626","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Mondains standard 2019","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2640136_uploaded_image1_1600630061.jpg"
"1767042573-627","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageurs","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2640132_uploaded_image1_1600629959.jpg"
"1767042573-628","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins nains","35 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2640044_uploaded_image1_1600626910.jpg"
"1767042573-629","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins nains","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2640033_uploaded_image1_1600626505.jpg"
"1767042573-630","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets brahman","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2631399_uploaded_image1_1600290648.jpg"
"1767042573-631","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple Texan","45 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2627818_uploaded_image1_1600179722.jpg"
"1767042573-632","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule rouge & bleus d'Hollande","10 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2625194_uploaded_image1_1600090474.jpg"
"1767042573-633","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2621772_uploaded_image1_1599939192.jpg"
"1767042573-634","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Boulant De Saxe adultes","40 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2617019_uploaded_image1_1599763487.jpg"
"1767042573-635","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple Texan","55 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2615679_uploaded_image1_1599734824.jpg"
"1767042573-636","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple texan","45 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2608792_uploaded_image1_1599519768.jpg"
"1767042573-637","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Paire Cohen Barman","65 000CFA","Ndiass, Sénégal","https://images.coinafrique.com/thumb_2605030_uploaded_image1_1599401534.jpg"
"1767042573-638","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon ordinaire","1 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2604620_uploaded_image1_1599388255.jpg"
"1767042573-639","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","4 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2600934_uploaded_image1_1599238239.jpg"
"1767042573-640","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Bramah  - hermineh  -frises blancs","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2591465_uploaded_image1_1598970772.jpg"
"1767042573-641","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2586569_uploaded_image1_1598802371.jpg"
"1767042573-642","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2577823_uploaded_image1_1598451435.jpg"
"1767042573-643","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules Brahman","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2572060_uploaded_image1_1598279843.jpg"
"1767042573-644","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons cravaté chinois","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2566760_uploaded_image1_1598102409.jpg"
"1767042573-645","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons dragon blanc sec & voyageur","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2561021_uploaded_image1_1597934615.jpg"
"1767042573-646","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahman colombia","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2560354_uploaded_image1_1597924245.jpg"
"1767042573-647","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nain","35 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541523_uploaded_image1_1597358026.jpg"
"1767042573-648","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541503_uploaded_image1_1597357353.jpg"
"1767042573-649","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Mboro, Sénégal","https://images.coinafrique.com/thumb_2521008_uploaded_image1_1596768507.jpg"
